Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
i;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_08/2017_03_08_14_45_55/2017_03_08_19_44_52_openmpDGEMM_mic1.local.log
kk;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_08/2017_03_08_02_46_20/2017_03_08_07_45_18_openmpDGEMM_mic1.local.log
kk;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_08/2017_03_08_05_33_59/2017_03_08_10_32_31_openmpDGEMM_mic1.local.log
i;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_15_50_44/2017_03_07_20_48_31_openmpDGEMM_mic1.local.log
BB;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_21_47_19/2017_03_08_02_46_08_openmpDGEMM_mic1.local.log
k;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_18_50_40/2017_03_07_23_49_03_openmpDGEMM_mic1.local.log
ig;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_18_52_27/2017_03_07_23_50_42_openmpDGEMM_mic1.local.log
ig;dgemm.c;183;7;14;Random bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_23_51_37/2017_03_08_04_50_35_openmpDGEMM_mic1.local.log
kk;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_18_55_52/2017_03_07_23_54_50_openmpDGEMM_mic1.local.log
kk;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_03_01_53/2017_03_07_08_00_07_openmpDGEMM_mic1.local.log
AA;dgemm.c;187;7;14;Random bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_13_00_31/2017_03_07_17_59_30_openmpDGEMM_mic1.local.log
kg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_03_02/2017_03_02_06_08_37/2017_03_02_11_09_36_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_03_02/2017_03_02_09_13_23/2017_03_02_14_14_31_openmpDGEMM_mic0-mic1.ece.neu.edu.log
j;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_03_02/2017_03_02_06_06_05/2017_03_02_11_07_04_openmpDGEMM_mic0-mic1.ece.neu.edu.log
j;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_03_01/2017_03_01_18_40_08/2017_03_01_23_41_15_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_03_01/2017_03_01_03_52_50/2017_03_01_08_51_44_openmpDGEMM_mic0-mic1.ece.neu.edu.log
BB;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_02_28/2017_02_28_10_38_16/2017_02_28_15_36_09_openmpDGEMM_mic0-mic1.ece.neu.edu.log
k;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_02_28/2017_02_28_04_48_48/2017_02_28_09_49_53_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_02_28/2017_02_28_21_59_19/2017_03_01_02_58_04_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_02_27/2017_02_27_20_09_17/2017_02_28_01_09_37_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_3/dgemm_xeon_phi_7-14/2017_02_27/2017_02_27_19_54_21/2017_02_28_00_50_25_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Random bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_06_39_44/2017_03_04_11_40_37_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Random bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_12_20_04/2017_03_04_17_19_38_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_14_57_21/2017_03_04_19_58_41_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_05_21_06/2017_03_04_10_22_25_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kk;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_21_25_31/2017_03_05_02_22_45_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_05_24_50/2017_03_04_10_26_01_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_16_05_19/2017_03_04_21_06_39_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_04/2017_03_04_19_35_54/2017_03_05_00_36_57_openmpDGEMM_mic0-mic1.ece.neu.edu.log
