Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_09_43_05/2017_02_25_14_41_26_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_16_11_50/2017_02_25_21_10_47_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_05_26_31/2017_02_25_10_25_26_openMPHotspot_mic0.local.log
startp;strtod_l.c;519;3;6;Double bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_22_22_30/2017_02_26_03_21_26_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_10_15_54/2017_02_25_15_14_21_openMPHotspot_mic0.local.log
i;hotspot_check.c;192;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_11_24_16/2017_02_25_16_23_29_openMPHotspot_mic0.local.log
decimal_len;strtod_l.c;537;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_02_28_36/2017_02_25_07_27_51_openMPHotspot_mic0.local.log
sf;isoc99_vsscanf.c;35;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_08_22_07/2017_02_25_13_21_08_openMPHotspot_mic0.local.log
power;hotspot_check.c;231;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_12_40_29/2017_02_25_17_39_44_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_06_00_00/2017_02_25_10_59_16_openMPHotspot_mic0.local.log
ofile;hotspot_check.c;232;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_08_54_28/2017_02_25_13_53_43_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_09_10_09/2017_02_25_14_09_06_openMPHotspot_mic0.local.log
temp;hotspot_check.c;231;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_03_46_56/2017_02_25_08_46_11_openMPHotspot_mic0.local.log
fp;hotspot_check.c;193;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_04_54_29/2017_02_25_09_53_33_openMPHotspot_mic0.local.log
grid_rows;hotspot_check.c;190;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_04_20_43/2017_02_25_09_19_45_openMPHotspot_mic0.local.log
i;hotspot_check.c;192;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_12_58_58/2017_02_25_17_58_10_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_04_53_24/2017_02_25_09_52_21_openMPHotspot_mic0.local.log
decimal_len;strtod_l.c;537;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_16_45_50/2017_02_25_21_44_46_openMPHotspot_mic0.local.log
usize;mul.c;47;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_21_52_14/2017_02_26_02_51_21_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_11_37_36/2017_02_25_16_36_15_openMPHotspot_mic0.local.log
index;hotspot_check.c;192;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_17_03_42/2017_02_25_22_02_53_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_10_46_54/2017_02_25_15_45_16_openMPHotspot_mic0.local.log
gold;hotspot_check.c;231;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_08_54_49/2017_02_25_13_54_05_openMPHotspot_mic0.local.log
f;vfscanf.c;209;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_23_45_50/2017_02_26_04_44_46_openMPHotspot_mic0.local.log
strsize;vfscanf.c;258;3;6;Double bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_22_22_57/2017_02_26_03_22_07_openMPHotspot_mic0.local.log
i;hotspot_check.c;192;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_14_54_30/2017_02_25_19_53_26_openMPHotspot_mic0.local.log
sf;isoc99_vsscanf.c;35;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_16_12_45/2017_02_25_21_12_00_openMPHotspot_mic0.local.log
pfile;hotspot_check.c;232;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_01_09_20/2017_02_25_06_08_45_openMPHotspot_mic0.local.log
sf;isoc99_vsscanf.c;35;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_18_55_30/2017_02_25_23_54_38_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_10_17_49/2017_02_25_15_16_45_openMPHotspot_mic0.local.log
ofile;hotspot_check.c;232;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_18_40_38/2017_02_25_23_39_44_openMPHotspot_mic0.local.log
ofile;hotspot_check.c;232;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_03_00_08/2017_02_25_07_59_15_openMPHotspot_mic0.local.log
str;vfscanf.c;255;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_11_37_57/2017_02_25_16_37_14_openMPHotspot_mic0.local.log
arg;isoc99_sscanf.c;27;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_02_28_13/2017_02_25_07_27_10_openMPHotspot_mic0.local.log
grid_rows;hotspot_check.c;190;3;6;Single bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_22_08_22/2017_02_26_03_07_35_openMPHotspot_mic0.local.log
num_omp_threads;hotspot_check.c;40;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_06_30_15/2017_02_25_11_28_41_openMPHotspot_mic0.local.log
pfile;hotspot_check.c;232;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_17_19_40/2017_02_25_22_18_36_openMPHotspot_mic0.local.log
i;hotspot_check.c;192;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_18_53_48/2017_02_25_23_53_02_openMPHotspot_mic0.local.log
temp;hotspot_check.c;231;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_07_52_26/2017_02_25_12_51_23_openMPHotspot_mic0.local.log
vect;hotspot_check.c;190;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_15_25_29/2017_02_25_20_24_26_openMPHotspot_mic0.local.log
pfile;hotspot_check.c;232;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_15_56_30/2017_02_25_20_55_37_openMPHotspot_mic0.local.log
strptr;vfscanf.c;257;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_08_37_43/2017_02_25_13_36_37_openMPHotspot_mic0.local.log
vect;hotspot_check.c;190;3;6;Double bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_20_12_14/2017_02_26_01_11_26_openMPHotspot_mic0.local.log
pfile;hotspot_check.c;232;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_10_14_43/2017_02_25_15_13_40_openMPHotspot_mic0.local.log
strsize;vfscanf.c;258;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_16_46_31/2017_02_25_21_45_27_openMPHotspot_mic0.local.log
sf;isoc99_vsscanf.c;35;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_15_23_27/2017_02_25_20_22_25_openMPHotspot_mic0.local.log
grid_rows;hotspot_check.c;230;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_00_03_38/2017_02_25_05_02_20_openMPHotspot_mic0.local.log
pfile;hotspot_check.c;232;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_05_59_07/2017_02_25_10_58_04_openMPHotspot_mic0.local.log
result;hotspot_check.c;231;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_07_35_21/2017_02_25_12_34_28_openMPHotspot_mic0.local.log
